skill,Accounting and Finance,Administrative,"Construction, Manufacturing, and Skilled Labor",Education,"Engineering, Architecture, and Design","Food, Travel, and Entertainment",Health Care,Information Technology,Law,Management and Consulting,Non-profit,Retail,"Sales, Marketing, and Customer Service",Science and Research,Transportation
cardiopulmonary resuscitation,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cardiothoracic surgery,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carpentry,0.0,2.0,54.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
case management,0.0,6.0,0.0,4.0,0.0,0.0,70.0,6.0,14.0,5.0,77.0,0.0,5.0,1.0,0.0
case management software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
casemap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cash drawer,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,8.0,0.0,0.0
cash flow forecasting,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
cash management,30.0,3.0,1.0,0.0,0.0,2.0,5.0,4.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0
cash register,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,15.0,6.0,0.0,0.0
cat5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
category management,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
cath lab,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catia,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceridian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
change control,2.0,1.0,1.0,0.0,3.0,0.0,0.0,32.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0
change management,11.0,15.0,4.0,0.0,6.0,0.0,3.0,65.0,0.0,10.0,1.0,0.0,3.0,4.0,0.0
chat software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chemical engineering,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0
chemical vapor deposition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
chemotherapy,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
childbirth,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0
chromatography,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0
chrome,1.0,3.0,4.0,2.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
chronic care,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circuit design,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cisco hardware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cisco systems,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cisco unified communications manager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cisco voip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cisco vpn client,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cisco webex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
citrix xenapp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
civil engineering,0.0,1.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
claim processing,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
clang,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
client acquisition,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0
client service,24.0,18.0,3.0,0.0,2.0,1.0,4.0,17.0,7.0,15.0,1.0,1.0,17.0,0.0,0.0
client system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinical assessments,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
clinical nursing,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinical pharmacy,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinical research,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0
closing skills,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,19.0,0.0,0.0
cloud computing,3.0,15.0,0.0,0.0,2.0,0.0,2.0,39.0,1.0,2.0,0.0,0.0,13.0,0.0,0.0
clustering software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cmake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cmos,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
coaching,16.0,24.0,19.0,15.0,10.0,40.0,16.0,43.0,1.0,47.0,11.0,39.0,76.0,1.0,1.0
cobit,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cobol,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
code libraries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cognition,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cognos,4.0,2.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
cold calling,1.0,14.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,75.0,0.0,0.0
coldfusion,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
commerce server,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
commercial bank,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
commercial finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
communication planning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
competitive intelligence,2.0,6.0,0.0,0.0,2.0,0.0,0.0,17.0,1.0,6.0,0.0,2.0,28.0,5.0,1.0
competitive sales,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0
compilers,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complex problem solving,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complex sales,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
compliance requirements,9.0,7.0,2.0,0.0,2.0,1.0,2.0,15.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0
compliance software,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compliance training,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
component engineering,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compression molding,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comptia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
computer cluster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
computer data processing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
computer engineering,0.0,3.0,0.0,1.0,6.0,0.0,0.0,31.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0
computer science,5.0,60.0,2.0,4.0,49.0,0.0,0.0,506.0,43.0,14.0,4.0,0.0,12.0,8.0,0.0
computer security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
computer simulation,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
computer skills,29.0,101.0,73.0,14.0,7.0,26.0,75.0,10.0,13.0,23.0,28.0,16.0,112.0,16.0,10.0
computer vision,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
computer-aided design,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
computerized maintenance management system,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
computing platform,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
concurrent engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
configuration management,0.0,12.0,0.0,0.0,5.0,0.0,1.0,83.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0
configuration management software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conflict resolution,1.0,12.0,3.0,2.0,1.0,3.0,4.0,6.0,0.0,1.0,16.0,0.0,4.0,2.0,0.0
conformance testing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consensus decision-making,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consolidated financial statement,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction accounting,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction engineering,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction management,0.0,1.0,14.0,0.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
consulting,79.0,72.0,17.0,1.0,59.0,1.0,22.0,265.0,10.0,42.0,2.0,2.0,77.0,14.0,0.0
consumer sales,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
contact center,0.0,3.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
contact management software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contamination control,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
content management system,0.0,2.0,0.0,0.0,2.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
continuous improvement process,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
continuous monitoring,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contract management,1.0,6.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,6.0,1.0,0.0,6.0,3.0,0.0
contract management software,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contract negotiation,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0
contract sales,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
control engineering,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corporate communication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
corporate finance,15.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0
corporate governance,3.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0
corporate group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
corporate services,6.0,3.0,2.0,0.0,4.0,1.0,0.0,17.0,1.0,9.0,0.0,0.0,4.0,1.0,0.0
corporate social responsibility,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
corporate sourcing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrective and preventive action,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
coso,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cost accounting,15.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
cost allocation,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cost analysis,6.0,0.0,4.0,0.0,3.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
cost of goods sold,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
couchdb,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
count of floor traffic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cqi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
crash cart,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creative writing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
creativity,11.0,16.0,3.0,16.0,18.0,25.0,11.0,64.0,2.0,14.0,10.0,14.0,48.0,7.0,1.0
credit analysis,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
crisis intervention,0.0,0.0,0.0,3.0,0.0,0.0,22.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
critical care nursing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
critical thinking,9.0,17.0,3.0,4.0,5.0,0.0,18.0,27.0,3.0,2.0,10.0,0.0,10.0,2.0,0.0
cron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crops,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cross-selling,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
cruisecontrol,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cryogenics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
crystal growth,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crystal reports,1.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
cubic,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
customer analysis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
customer relationship management,2.0,2.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,3.0,1.0,0.0,12.0,0.0,0.0
customer retention,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,2.0,22.0,0.0,0.0
customer service,112.0,290.0,174.0,14.0,40.0,279.0,179.0,161.0,9.0,124.0,28.0,198.0,658.0,10.0,106.0
customer support,5.0,12.0,8.0,0.0,7.0,1.0,3.0,70.0,0.0,9.0,1.0,2.0,46.0,4.0,2.0
cytotoxicity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
data acquisition,0.0,2.0,3.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
data acquisition systems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data analysis,10.0,26.0,3.0,3.0,6.0,2.0,7.0,76.0,0.0,6.0,2.0,1.0,24.0,26.0,0.0
data analysis software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data center,0.0,14.0,3.0,0.0,8.0,0.0,1.0,88.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0
data collection,4.0,4.0,0.0,7.0,9.0,0.0,8.0,22.0,2.0,2.0,10.0,0.0,9.0,4.0,0.0
data compilation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
data entry,56.0,157.0,25.0,4.0,3.0,7.0,39.0,15.0,10.0,13.0,20.0,5.0,47.0,4.0,4.0
data extraction,2.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
data governance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
data guard,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data integration,0.0,6.0,0.0,0.0,4.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
data integrity,11.0,8.0,2.0,1.0,0.0,0.0,2.0,21.0,1.0,5.0,1.0,1.0,5.0,2.0,0.0
data maintenance,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data management,6.0,23.0,3.0,1.0,4.0,0.0,9.0,55.0,0.0,4.0,4.0,0.0,8.0,11.0,0.0
data mapping,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
data mart,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data migration,1.0,6.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data mining,12.0,14.0,0.0,1.0,2.0,0.0,1.0,38.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0
data modeling,0.0,11.0,1.0,0.0,2.0,0.0,1.0,51.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0
data modeling software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data profiling,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data security,0.0,4.0,0.0,0.0,1.0,0.0,1.0,19.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
data transmission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
data validation,5.0,1.0,0.0,0.0,2.0,0.0,2.0,14.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
data visualization,1.0,0.0,1.0,0.0,6.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0
data warehousing,0.0,9.0,0.0,0.0,3.0,0.0,0.0,32.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
database,48.0,175.0,25.0,8.0,42.0,10.0,25.0,463.0,16.0,33.0,49.0,5.0,130.0,19.0,1.0
database design,0.0,7.0,0.0,0.0,4.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
database management software,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
database software,2.0,2.0,4.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
datawatch monarch,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
db2,0.0,4.0,0.0,0.0,3.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dbms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
debian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
debt compliance,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
debugging software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decision making,20.0,20.0,9.0,3.0,6.0,9.0,16.0,22.0,0.0,10.0,8.0,4.0,22.0,5.0,1.0
decision support system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deductive reasoning,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
default route,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deltav,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deltek vision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
demand flow technology,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dental records,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dentistry,0.0,3.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
design and technology,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
design for manufacturability,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
design methods,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
design of experiments,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
design studio,0.0,2.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
design-build,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
desktop publishing,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
desktop virtualization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diagnosis codes,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diagnostic medical sonography,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diagnostic test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
dialysis,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
diameter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
digital electronics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digital media,4.0,4.0,3.0,0.0,7.0,0.0,2.0,9.0,4.0,2.0,0.0,0.0,23.0,3.0,0.0
digital radiography,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digital signal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
dimensional modeling,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
direct marketing,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0
direct selling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
directx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
